Path,Library,Start_line,End_line,Unchecked Func,Checked Func,Safety Conditions,Safety Condition Category,User visible,Flag
../../refs/rust/library/alloc/src/collections/btree/set.rs,null,2457,2459,"    pub unsafe fn insert_before_unchecked(&mut self, value: T) {
        unsafe { self.inner.insert_before_unchecked(value, SetValZST) }
    }
",同上,同上,BTreeMap,,
../../refs/rust/library/alloc/src/ffi/c_str.rs,Cstring,335,338,"    pub unsafe fn from_vec_unchecked(v: Vec<u8>) -> Self {
        debug_assert!(memchr::memchr(0, &v).is_none());
        unsafe { Self::_from_vec_unchecked(v) }
    }
","pub fn new<T: Into<Vec<u8>>>(t: T) -> Result<CString, NulError>",The caller has to promise that the input don’t have any interior.,Cstring,exposed,
../../refs/rust/library/alloc/src/ffi/c_str.rs,CString,625,628,"    pub unsafe fn from_vec_with_nul_unchecked(v: Vec<u8>) -> Self {
        debug_assert!(memchr::memchr(0, &v).unwrap() + 1 == v.len());
        unsafe { Self::_from_vec_with_nul_unchecked(v) }
    }
","pub fn from_vec_with_nul(v: Vec<u8>) -> Result<Self, FromVecWithNulError> {
        let nul_pos = memchr::memchr(0, &v);
        match nul_pos {
            Some(nul_pos) if nul_pos + 1 == v.len() => {
                // SAFETY: We know there is only one nul byte, at the end
                // of the vec.
                Ok(unsafe { Self::_from_vec_with_nul_unchecked(v) })
            }
            Some(nul_pos) => Err(FromVecWithNulError {
                error_kind: FromBytesWithNulErrorKind::InteriorNul(nul_pos),
                bytes: v,
            }),
            None => Err(FromVecWithNulError {
                error_kind: FromBytesWithNulErrorKind::NotNulTerminated,
                bytes: v,
            }),
        }
    }",The caller has to promise the input Vec must have only one nul as its end without any other nul and it cannot be empty.,CString,exposed,
../../refs/rust/library/alloc/src/rc.rs,"Rc<T:?Sized, A:Allocator>",1811,1815,"    pub unsafe fn get_mut_unchecked(this: &mut Self) -> &mut T {
        // We are careful to *not* create a reference covering the ""count"" fields, as
        // this would conflict with accesses to the reference counts (e.g. by `Weak`).
        unsafe { &mut (*this.ptr.as_ptr()).value }
    }
","pub fn get_mut(this: &mut Self) -> Option<&mut T> {
        if Rc::is_unique(this) { unsafe { Some(Rc::get_mut_unchecked(this)) } } else { None }
    }","/// If any other `Rc` or [`Weak`] pointers to the same allocation exist, then
    /// they must not be dereferenced or have active borrows for the duration
    /// of the returned borrow, and their inner type must be exactly the same as the
    /// inner type of this Rc (including lifetimes). This is trivially the case if no
    /// such pointers exist, for example immediately after `Rc::new`.",complex,exposed,
../../refs/rust/library/alloc/src/rc.rs,"Rc<T: dyn Any, A: Allocator>",2044,2049,"    pub unsafe fn downcast_unchecked<T: Any>(self) -> Rc<T, A> {
        unsafe {
            let (ptr, alloc) = Rc::into_inner_with_allocator(self);
            Rc::from_inner_in(ptr.cast(), alloc)
        }
    }
","pub fn downcast<T: Any>(self) -> Result<Rc<T, A>, Self> {
        if (*self).is::<T>() {
            unsafe {
                let (ptr, alloc) = Rc::into_inner_with_allocator(self);
                Ok(Rc::from_inner_in(ptr.cast(), alloc))
            }
        } else {
            Err(self)
        }
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/alloc/src/str.rs,str,617,619,"pub unsafe fn from_boxed_utf8_unchecked(v: Box<[u8]>) -> Box<str> {
    unsafe { Box::from_raw(Box::into_raw(v) as *mut str) }
}
",Not found,None,unexposed,unexposed,
../../refs/rust/library/alloc/src/string.rs,String,1027,1029,"    pub unsafe fn from_utf8_unchecked(bytes: Vec<u8>) -> String {
        String { vec: bytes }
    }
","pub fn from_utf8(vec: Vec<u8>) -> Result<String, FromUtf8Error> {
        match str::from_utf8(&vec) {
            Ok(..) => Ok(String { vec }),
            Err(e) => Err(FromUtf8Error { bytes: vec, error: e }),
        }
    }",The user has to promise the bytes are valid UTF-8.,String,exposed,
../../refs/rust/library/alloc/src/sync.rs,"Arc<T:?Sized,A:Allocator>",2523,2527,"    pub unsafe fn get_mut_unchecked(this: &mut Self) -> &mut T {
        // We are careful to *not* create a reference covering the ""count"" fields, as
        // this would alias with concurrent access to the reference counts (e.g. by `Weak`).
        unsafe { &mut (*this.ptr.as_ptr()).data }
    }
","pub fn get_mut(this: &mut Self) -> Option<&mut T> {
        if this.is_unique() {
            // This unsafety is ok because we're guaranteed that the pointer
            // returned is the *only* pointer that will ever be returned to T. Our
            // reference count is guaranteed to be 1 at this point, and we required
            // the Arc itself to be `mut`, so we're returning the only possible
            // reference to the inner data.
            unsafe { Some(Arc::get_mut_unchecked(this)) }
        } else {
            None
        }
    }","/// If any other `Arc` or [`Weak`] pointers to the same allocation exist, then
    /// they must not be dereferenced or have active borrows for the duration
    /// of the returned borrow, and their inner type must be exactly the same as the
    /// inner type of this Rc (including lifetimes). This is trivially the case if no
    /// such pointers exist, for example immediately after `Arc::new`.",complex,exposed,
../../refs/rust/library/alloc/src/sync.rs,"Arc<T: dyn Any + Send +  Sync, A: Allocator>",2701,2709,"pub unsafe fn downcast_unchecked<T>(self) -> Arc<T, A>
    where
        T: Any + Send + Sync,
    {
        unsafe {
            let (ptr, alloc) = Arc::into_inner_with_allocator(self);
            Arc::from_inner_in(ptr.cast(), alloc)
        }
    }","pub fn downcast<T>(self) -> Result<Arc<T, A>, Self>
    where
        T: Any + Send + Sync,
    {
        if (*self).is::<T>() {
            unsafe {
                let (ptr, alloc) = Arc::into_inner_with_allocator(self);
                Ok(Arc::from_inner_in(ptr.cast(), alloc))
            }
        } else {
            Err(self)
        }
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/alloc/layout.rs,std::alloc::Layout,129,141,"    pub const unsafe fn from_size_align_unchecked(size: usize, align: usize) -> Self {
        assert_unsafe_precondition!(
            check_library_ub,
            ""Layout::from_size_align_unchecked requires that align is a power of 2 \
            and the rounded-up allocation size does not exceed isize::MAX"",
            (
                size: usize = size,
                align: usize = align,
            ) => Layout::is_size_align_valid(size, align)
        );
        // SAFETY: the caller is required to uphold the preconditions.
        unsafe { Layout { size, align: mem::transmute(align) } }
    }
","
pub const fn from_size_align(size: usize, align: usize) -> Result<Self, LayoutError> {
        if Layout::is_size_align_valid(size, align) {
            // SAFETY: Layout::is_size_align_valid checks the preconditions for this call.
            unsafe { Ok(Layout { size, align: mem::transmute(align) }) }
        } else {
            Err(LayoutError)
        }
    }
",Caller has to promise the 'align' is a power of 2 and the 'size' does not exceed MAX.,index,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any,294,298,"    pub unsafe fn downcast_ref_unchecked<T: Any>(&self) -> &T {
        debug_assert!(self.is::<T>());
        // SAFETY: caller guarantees that T is the correct type
        unsafe { &*(self as *const dyn Any as *const T) }
    }
","pub fn downcast_ref<T: Any>(&self) -> Option<&T> {
        if self.is::<T>() {
            // SAFETY: just checked whether we are pointing to the correct type, and we can rely on
            // that check for memory safety because we have implemented Any for all types; no other
            // impls can exist as they would conflict with our impl.
            unsafe { Some(self.downcast_ref_unchecked()) }
        } else {
            None
        }
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any,324,328,"    pub unsafe fn downcast_mut_unchecked<T: Any>(&mut self) -> &mut T {
        debug_assert!(self.is::<T>());
        // SAFETY: caller guarantees that T is the correct type
        unsafe { &mut *(self as *mut dyn Any as *mut T) }
    }
","pub fn downcast_mut<T: Any>(&mut self) -> Option<&mut T> {
        if self.is::<T>() {
            // SAFETY: just checked whether we are pointing to the correct type, and we can rely on
            // that check for memory safety because we have implemented Any for all types; no other
            // impls can exist as they would conflict with our impl.
            unsafe { Some(self.downcast_mut_unchecked()) }
        } else {
            None
        }
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any + Send,430,433,"    pub unsafe fn downcast_ref_unchecked<T: Any>(&self) -> &T {
        // SAFETY: guaranteed by caller
        unsafe { <dyn Any>::downcast_ref_unchecked::<T>(self) }
    }
","pub fn downcast_ref<T: Any>(&self) -> Option<&T> {
        <dyn Any>::downcast_ref::<T>(self)
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any + Send,459,462,"    pub unsafe fn downcast_mut_unchecked<T: Any>(&mut self) -> &mut T {
        // SAFETY: guaranteed by caller
        unsafe { <dyn Any>::downcast_mut_unchecked::<T>(self) }
    }
","pub fn downcast_mut<T: Any>(&mut self) -> Option<&mut T> {
        <dyn Any>::downcast_mut::<T>(self)
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any + Send + Sync,563,566,"    pub unsafe fn downcast_ref_unchecked<T: Any>(&self) -> &T {
        // SAFETY: guaranteed by caller
        unsafe { <dyn Any>::downcast_ref_unchecked::<T>(self) }
    }
","pub fn downcast_ref<T: Any>(&self) -> Option<&T> {
        <dyn Any>::downcast_ref::<T>(self)
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/any.rs,Trait: dyn Any + Send + Sync,591,594,"    pub unsafe fn downcast_mut_unchecked<T: Any>(&mut self) -> &mut T {
        // SAFETY: guaranteed by caller
        unsafe { <dyn Any>::downcast_mut_unchecked::<T>(self) }
    }
","pub fn downcast_mut<T: Any>(&mut self) -> Option<&mut T> {
        <dyn Any>::downcast_mut::<T>(self)
    }",The caller has to promise that the type T is the right T.,type,exposed,
../../refs/rust/library/core/src/array/ascii.rs,[u8;N],39,44,"    pub const unsafe fn as_ascii_unchecked(&self) -> &[ascii::Char; N] {
        let byte_ptr: *const [u8; N] = self;
        let ascii_ptr = byte_ptr as *const [ascii::Char; N];
        // SAFETY: The caller promised all the bytes are ASCII
        unsafe { &*ascii_ptr }
    }
","
pub const fn as_ascii(&self) -> Option<&[ascii::Char; N]> {
        if self.is_ascii() {
            // SAFETY: Just checked that it's ASCII
            Some(unsafe { self.as_ascii_unchecked() })
        } else {
            None
        }
    }
",Caller has to promise all the bytes in [u8] are ASCII.,index,exposed,
../../refs/rust/library/core/src/array/iter.rs,"IntoIter<T,N>",139,146,"
pub const unsafe fn new_unchecked(
        buffer: [MaybeUninit<T>; N],
        initialized: Range<usize>,
    ) -> Self {
        // SAFETY: one of our safety conditions is that the range is canonical.
        let alive = unsafe { IndexRange::new_unchecked(initialized.start, initialized.end) };
        Self { data: buffer, alive }
    }
",无直接对应安全函数,需要确定参数的范围是规范的,complex,,
../../refs/rust/library/core/src/ascii/ascii_char.rs,AsciiChar,469,472,"    pub const unsafe fn from_u8_unchecked(b: u8) -> Self {
        // SAFETY: Our safety precondition is that `b` is in-range.
        unsafe { transmute(b) }
    }
","pub const fn from_u8(b: u8) -> Option<Self> {
        if b <= 127 {
            // SAFETY: Just checked that `b` is in-range
            Some(unsafe { Self::from_u8_unchecked(b) })
        } else {
            None
        }
    }",Caller has to promise the 'b' is in ASCII.,index,unexposed,
../../refs/rust/library/core/src/ascii/ascii_char.rs,AsciiChar,506,520,"    pub const unsafe fn digit_unchecked(d: u8) -> Self {
        assert_unsafe_precondition!(
            check_language_ub,
            ""`ascii::Char::digit_unchecked` input cannot exceed 9."",
            (d: u8 = d) => d < 10
        );

        // SAFETY: `'0'` through `'9'` are U+00030 through U+0039,
        // so because `d` must be 64 or less the addition can return at most
        // 112 (0x70), which doesn't overflow and is within the ASCII range.
        unsafe {
            let byte = b'0'.unchecked_add(d);
            Self::from_u8_unchecked(byte)
        }
    }
","pub const fn digit(d: u8) -> Option<Self> {
        if d < 10 {
            // SAFETY: Just checked it's in-range.
            Some(unsafe { Self::digit_unchecked(d) })
        } else {
            None
        }
    }",Caller has to promise the 'd' in 0-9.,index,unexposed,
../../refs/rust/library/core/src/cell.rs,UnsafeCell<T:?Sized>,2284,2287,"    pub const unsafe fn as_ref_unchecked(&self) -> &T {
        // SAFETY: pointer comes from `&self` so naturally satisfies ptr-to-ref invariants.
        unsafe { self.get().as_ref_unchecked() }
    }
","无直接对应的unsafe版本, 与RefCell有关",null,complex,,
../../refs/rust/library/core/src/cell.rs,UnsafeCell<T:?Sized>,2312,2315,"    pub const unsafe fn as_mut_unchecked(&self) -> &mut T {
        // SAFETY: pointer comes from `&self` so naturally satisfies ptr-to-ref invariants.
        unsafe { self.get().as_mut_unchecked() }
    }
","无直接对应的unsafe版本, 与RefMut有关",null,complex,,
../../refs/rust/library/core/src/char/methods.rs,char,236,239,"    pub const unsafe fn from_u32_unchecked(i: u32) -> char {
        // SAFETY: the safety contract must be upheld by the caller.
        unsafe { super::convert::from_u32_unchecked(i) }
    }
","
   pub const fn from_u32(i: u32) -> Option<char> {
        super::convert::from_u32(i)
    }
",Caller has to promise the 'i' is a valid 'char' values.,index,unexposed,
../../refs/rust/library/core/src/char/mod.rs,char,141,144,"pub const unsafe fn from_u32_unchecked(i: u32) -> char {
    // SAFETY: the safety contract must be upheld by the caller.
    unsafe { self::convert::from_u32_unchecked(i) }
}
","pub const fn from_u32(i: u32) -> Option<char> {
    self::convert::from_u32(i)
}",Caller has to promise the 'i' is a valid 'char' values.,index,exposed,
../../refs/rust/library/core/src/ffi/c_str.rs,Cstr,396,426,"    pub const unsafe fn from_bytes_with_nul_unchecked(bytes: &[u8]) -> &CStr {
        const_eval_select!(
            @capture { bytes: &[u8] } -> &CStr:
            if const {
                // Saturating so that an empty slice panics in the assert with a good
                // message, not here due to underflow.
                let mut i = bytes.len().saturating_sub(1);
                assert!(!bytes.is_empty() && bytes[i] == 0, ""input was not nul-terminated"");

                // Ending nul byte exists, skip to the rest.
                while i != 0 {
                    i -= 1;
                    let byte = bytes[i];
                    assert!(byte != 0, ""input contained interior nul"");
                }

                // SAFETY: See runtime cast comment below.
                unsafe { &*(bytes as *const [u8] as *const CStr) }
            } else {
                // Chance at catching some UB at runtime with debug builds.
                debug_assert!(!bytes.is_empty() && bytes[bytes.len() - 1] == 0);

                // SAFETY: Casting to CStr is safe because its internal representation
                // is a [u8] too (safe only inside std).
                // Dereferencing the obtained pointer is safe because it comes from a
                // reference. Making a reference is then safe because its lifetime
                // is bound by the lifetime of the given `bytes`.
                unsafe { &*(bytes as *const [u8] as *const CStr) }
            }
        )
    }
","pub const fn from_bytes_with_nul(bytes: &[u8]) -> Result<&Self, FromBytesWithNulError> {
        let nul_pos = memchr::memchr(0, bytes);
        match nul_pos {
            Some(nul_pos) if nul_pos + 1 == bytes.len() => {
                // SAFETY: We know there is only one nul byte, at the end
                // of the byte slice.
                Ok(unsafe { Self::from_bytes_with_nul_unchecked(bytes) })
            }
            Some(position) => Err(FromBytesWithNulError::InteriorNul { position }),
            None => Err(FromBytesWithNulError::NotNulTerminated),
        }
    }",The caller has to promise the slice is end with nul and don’t contain any interrior nul bytes,Cstring/Nul,exposed,
../../refs/rust/library/core/src/hint.rs,core::hint,101,110,"pub const unsafe fn unreachable_unchecked() -> ! {
    ub_checks::assert_unsafe_precondition!(
        check_language_ub,
        ""hint::unreachable_unchecked must never be reached"",
        () => false
    );
    // SAFETY: the safety contract for `intrinsics::unreachable` must
    // be upheld by the caller.
    unsafe { intrinsics::unreachable() }
}
","pub const unsafe fn unreachable() -> !; ---> will UB
 or
unreachable!() ---> will panic","Rarely used, it's safe only when this code branch will never be reached. Otherwise, it will lead to UB.",intrinsic,unexposed,
../../refs/rust/library/core/src/hint.rs,core::hint,200,210,"pub const unsafe fn assert_unchecked(cond: bool) {
    // SAFETY: The caller promised `cond` is true.
    unsafe {
        ub_checks::assert_unsafe_precondition!(
            check_language_ub,
            ""hint::assert_unchecked must never be called when the condition is false"",
            (cond: bool = cond) => cond,
        );
        crate::intrinsics::assume(cond);
    }
}
","pub const unsafe fn assume(b: bool) {
    if !b {
        // SAFETY: the caller must guarantee the argument is never `false`
        unsafe { unreachable() }
    }
}
or
assert!()","Rarely used, it is equal to the cond is always true. 
It invokes unreachable() inside and leads to UB if reached. ",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,1700,1700,"pub const unsafe fn transmute_unchecked<Src, Dst>(src: Src) -> Dst;","pub const unsafe fn transmute<Src, Dst>(src: Src) -> Dst;","Fundamentally unsafe, handle separately.",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,intrinsic,2474,0,"pub unsafe fn float_to_int_unchecked<Float: Copy, Int: Copy>(value: Float) -> Int;",No directly corresponding safe function,"Not used directly, see library/core/num/fxx.rs for details.",type,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2802,2802,"pub const unsafe fn unchecked_div<T: Copy>(x: T, y: T) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2812,2812,"pub const unsafe fn unchecked_rem<T: Copy>(x: T, y: T) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2823,2823,"pub const unsafe fn unchecked_shl<T: Copy, U: Copy>(x: T, y: U) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2833,2833,"pub const unsafe fn unchecked_shr<T: Copy, U: Copy>(x: T, y: U) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2843,2843,"pub const unsafe fn unchecked_add<T: Copy>(x: T, y: T) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2853,2853,"pub const unsafe fn unchecked_sub<T: Copy>(x: T, y: T) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/intrinsics/mod.rs,core::intrinsic,2863,2863,"pub const unsafe fn unchecked_mul<T: Copy>(x: T, y: T) -> T;",No directly corresponding safe function,"Not used directly, see library/core/src/num for details",intrinsic,unexposed,
../../refs/rust/library/core/src/io/borrowed_buf.rs,BorrowedCursor<'a>,302,306,"    pub unsafe fn advance_unchecked(&mut self, n: usize) -> &mut Self {
        self.buf.filled += n;
        self.buf.init = cmp::max(self.buf.init, self.buf.filled);
        self
    }
","pub fn advance(&mut self, n: usize) -> &mut Self {
        let filled = self.buf.filled.strict_add(n);
        assert!(filled <= self.buf.init);

        self.buf.filled = filled;
        self
    }","如果没有n个初始化, 则panic",complex,,
../../refs/rust/library/core/src/num/f128.rs,f128,872,0,"pub unsafe fn to_int_unchecked<Int>(self) -> Int
    where
        Self: FloatToInt<Int>,
    {
        // SAFETY: the caller must uphold the safety contract for
        // `FloatToInt::to_int_unchecked`.
        unsafe { FloatToInt::<Int>::to_int_unchecked(self) }
    }","Not found, maybe some common transmute function?","The caller has to promise the value not be NaN, infinite and be representable in the return type Int.",float,exposed,
../../refs/rust/library/core/src/num/f16.rs,f16,858,0,"pub unsafe fn to_int_unchecked<Int>(self) -> Int
    where
        Self: FloatToInt<Int>,
    {
        // SAFETY: the caller must uphold the safety contract for
        // `FloatToInt::to_int_unchecked`.
        unsafe { FloatToInt::<Int>::to_int_unchecked(self) }
    }","Not found, maybe some common transmute function?","The caller has to promise the value not be NaN, infinite and be representable in the return type Int.",float,exposed,
../../refs/rust/library/core/src/num/f32.rs,f32,1062,0," pub unsafe fn to_int_unchecked<Int>(self) -> Int
    where
        Self: FloatToInt<Int>,
    {
        // SAFETY: the caller must uphold the safety contract for
        // `FloatToInt::to_int_unchecked`.
        unsafe { FloatToInt::<Int>::to_int_unchecked(self) }
    }","Not found, maybe some common transmute function?","The caller has to promise the value not be NaN, infinite and be representable in the return type Int.",float,exposed,
../../refs/rust/library/core/src/num/f64.rs,f64,1063,0,"pub unsafe fn to_int_unchecked<Int>(self) -> Int
    where
        Self: FloatToInt<Int>,
    {
        // SAFETY: the caller must uphold the safety contract for
        // `FloatToInt::to_int_unchecked`.
        unsafe { FloatToInt::<Int>::to_int_unchecked(self) }
    }","Not found, maybe some common transmute function?","The caller has to promise the value not be NaN, infinite and be representable in the return type Int.",float,exposed,
../../refs/rust/library/core/src/num/int_macros.rs,num,559,573,"        pub const unsafe fn unchecked_add(self, rhs: Self) -> Self {
            assert_unsafe_precondition!(
                check_language_ub,
                concat!(stringify!($SelfT), ""::unchecked_add cannot overflow""),
                (
                    lhs: $SelfT = self,
                    rhs: $SelfT = rhs,
                ) => !lhs.overflowing_add(rhs).1,
            );

            // SAFETY: this is guaranteed to be safe by the caller.
            unsafe {
                intrinsics::unchecked_add(self, rhs)
            }
        }
","pub const fn checked_add(self, rhs: Self) -> Option<Self> {
            let (a, b) = self.overflowing_add(rhs);
            if intrinsics::unlikely(b) { None } else { Some(a) }
        }",The  caller has to promise there is no overflow.,overflow,exposed,
